Date,Revenue,COGS,Operating_Expenses,Marketing_Expenses,Administrative_Expenses,RD_Expenses,Gross_Profit,Operating_Profit,Net_Profit,Gross_Profit_Margin,Operating_Profit_Margin,Net_Profit_Margin,Customer_Segment,Product_Service,Department_Business_Unit
2021-12,74548.39,21996.76,19880.32,9771.5,12494.4,5726.27,52551.63,4679.13,3176.49,0.7,0.06,0.04,Business Customers,Amazon Web Services (AWS),Sales
2021-12,74639.87,39727.73,8761.81,10641.61,7975.23,2826.94,34912.14,4706.56,3153.04,0.47,0.06,0.04,Prime Members,Electronics,Marketing
2022-01,172186.21,11925.71,29201.91,7451.35,4906.83,5066.82,160260.49,113633.58,109640.93,0.93,0.66,0.64,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,149779.58,46115.8,16167.86,11114.27,14134.92,8172.53,103663.78,54074.21,51195.59,0.69,0.36,0.34,Business Customers,Amazon Web Services (AWS),AWS
2022-01,128459.81,44090.55,17537.95,7339.51,6479.76,6313.83,84369.26,46698.21,42566.47,0.66,0.36,0.33,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,103824.57,36712.19,11166.47,8560.28,4092.8,1872.26,67112.39,41420.58,37435.56,0.65,0.4,0.36,Prime Members,Electronics,Marketing
2022-01,181580.08,33728.86,16774.01,2095.59,9321.14,5932.19,147851.22,113728.29,110309.84,0.81,0.63,0.61,International Customers,Amazon Prime Video,Sales
2022-01,108866.77,45692.1,21547.84,10992.36,14269.06,7324.64,63174.67,9040.76,5295.29,0.58,0.08,0.05,Non-Prime Members,Amazon Prime Video,Sales
2022-01,172489.92,17413.21,23779.43,10597.45,2049.79,8134.33,155076.71,110515.7,109442.28,0.9,0.64,0.63,International Customers,Amazon Prime Video,Operations
2022-01,115870.24,13158.77,23846.7,2499.21,5095.62,6662.06,102711.47,64607.88,62360.76,0.89,0.56,0.54,International Customers,Amazon Prime Video,Sales
2022-01,106541.66,19580.41,19447.28,6787.25,14199.82,2373.92,86961.26,44152.99,40601.7,0.82,0.41,0.38,Non-Prime Members,Amazon Prime Video,Sales
2022-01,119401.97,41783.13,27608.99,14727.41,4224.12,7391.56,77618.84,23666.75,22629.37,0.65,0.2,0.19,Non-Prime Members,Amazon Prime Video,Sales
2022-01,95206.68,11386.81,25435.2,7469.58,3472.16,7096.08,83819.87,40346.86,39214.95,0.88,0.42,0.41,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,162141.41,33312.27,23926.2,8525.29,9412.43,1219.84,128829.13,85745.36,81337.81,0.79,0.53,0.5,International Customers,Amazon Prime Video,Operations
2022-01,125408.06,49817.5,6390.14,13829.09,13203.97,4705.73,75590.56,37461.63,33725.53,0.6,0.3,0.27,Business Customers,Amazon Web Services (AWS),AWS
2022-01,84831.9,44227.84,5171.95,11324.4,8202.43,3996.55,40604.06,11908.73,9847.25,0.48,0.14,0.12,Prime Members,Electronics,Marketing
2022-01,184936.19,30857.83,10311.18,9566.91,14929.34,7024.71,154078.36,112246.22,108494.37,0.83,0.61,0.59,Business Customers,Amazon Web Services (AWS),AWS
2022-01,107583.68,12545.64,21588.09,12371.46,10829.23,2945.22,95038.05,47304.04,43134.22,0.88,0.44,0.4,International Customers,Amazon Prime Video,Operations
2022-01,131532.93,43254.94,15279.94,13236.76,2962.97,6317.85,88277.99,50480.47,48253.29,0.67,0.38,0.37,Non-Prime Members,Amazon Prime Video,Sales
2022-01,185970.82,33959.14,15060.16,7939.54,14906.82,9218.85,152011.68,104886.3,103742.15,0.82,0.56,0.56,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,143635.7,14597.32,27114.67,8176.41,7302.63,8180.22,129038.38,78264.45,73533.34,0.9,0.54,0.51,Prime Members,Electronics,Sales
2022-01,67534.71,13754.29,27389.07,7018.66,5736.23,9293.12,53780.41,4343.33,1962.61,0.8,0.06,0.03,Prime Members,Electronics,Marketing
2022-01,190974.82,46385.07,27729.38,14567.18,9252.43,9806.55,144589.75,83234.2,81808.27,0.76,0.44,0.43,Business Customers,Amazon Web Services (AWS),Sales
2022-01,144156.21,36768.01,12846.95,11063.16,5956,1096.03,107388.2,76426.05,73458.63,0.74,0.53,0.51,Business Customers,Amazon Web Services (AWS),AWS
2022-01,100235.84,43171.47,22276.4,3081.9,3123.95,6604.67,57064.37,21977.46,17903.58,0.57,0.22,0.18,Prime Members,Electronics,Marketing
2022-01,70890.81,45159.16,11790.83,13218.48,2018.57,4715.55,25731.65,-6011.77,-7898.36,0.36,-0.08,-0.11,International Customers,Amazon Prime Video,Operations
2022-01,169103.78,32870.89,9765.25,8247.28,7844.58,8738.69,136232.88,101637.09,99559.13,0.81,0.6,0.59,Business Customers,Amazon Web Services (AWS),Sales
2022-01,143010.91,30697.85,9615.81,2893.8,12879.22,3266.33,112313.06,83657.89,81687.03,0.79,0.58,0.57,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,130019.16,27217.1,13552.69,9146.32,9440.1,9829.27,102802.07,60833.69,55867,0.79,0.47,0.43,Non-Prime Members,Amazon Prime Video,Marketing
2022-01,184083.89,22677.86,15748.94,7423.14,14989.69,6523.37,161406.02,116720.88,114931.27,0.88,0.63,0.62,International Customers,Amazon Prime Video,Operations
2022-01,168289.58,27383.84,25773.73,13410.74,5729.01,8141.84,140905.74,87850.43,84548.35,0.84,0.52,0.5,Prime Members,Electronics,Marketing
2022-01,72751.23,40955.19,7997.28,4651.93,5645.92,1770.4,31796.05,11730.53,7029.47,0.44,0.16,0.1,Business Customers,Amazon Web Services (AWS),Sales
2022-01,96758.31,34076.94,23373.15,12744.04,4076.74,2651.12,62681.37,19836.32,18248.74,0.65,0.21,0.19,Non-Prime Members,Amazon Prime Video,Sales
2022-02,87273.37,45700.93,18286.37,9249.95,4132.83,7825.63,41572.44,2077.65,-2805.76,0.48,0.02,-0.03,Prime Members,Electronics,Marketing
2022-02,161591.94,27735.2,12198.63,2709.93,5707.43,1197.88,133856.74,112042.87,107252.96,0.83,0.69,0.66,Business Customers,Amazon Web Services (AWS),AWS
2022-02,55029.87,34283.58,17320.49,14633.99,12306.92,8351.9,20746.28,-31867.02,-36405.31,0.38,-0.58,-0.66,International Customers,Amazon Prime Video,Operations
2022-02,135483.45,35252.3,12498.55,8664,13774.84,1125.54,100231.15,64168.22,62310,0.74,0.47,0.46,Non-Prime Members,Amazon Prime Video,Sales
2022-02,164368.8,33667.89,19902.05,5781.4,14676.13,6914.07,130700.92,83427.27,79891.05,0.8,0.51,0.49,International Customers,Amazon Prime Video,Operations
2022-02,181514.85,38105.35,15846.1,8102.29,5019.77,4285.85,143409.49,110155.5,106111.93,0.79,0.61,0.58,International Customers,Amazon Prime Video,Sales
2022-02,101312.26,19497.34,9110.14,13152.15,13456.87,6503.45,81814.92,39592.31,34648.2,0.81,0.39,0.34,International Customers,Amazon Prime Video,Sales
2022-02,173188.6,30494.55,7914.58,5963.74,6267.32,7264.28,142694.04,115284.13,113562.43,0.82,0.67,0.66,Business Customers,Amazon Web Services (AWS),Sales
2022-02,66594.76,14168.99,18667.39,4504.79,3466.93,4082.28,52425.77,21704.38,17640.28,0.79,0.33,0.26,International Customers,Amazon Prime Video,Sales
2022-02,176967.84,25380.45,27560.33,3677.93,13310.32,1971.66,151587.39,105067.15,102711.95,0.86,0.59,0.58,Business Customers,Amazon Web Services (AWS),Sales
2022-02,69123.3,29506.68,13598.94,5872.17,10269.37,1626.81,39616.62,8249.32,6546.81,0.57,0.12,0.09,Business Customers,Amazon Web Services (AWS),Sales
2022-02,109593.09,36088.97,23325,12140.63,4141.5,6300.42,73504.12,27596.57,24911.06,0.67,0.25,0.23,International Customers,Amazon Prime Video,Sales
2022-02,169594.3,48021.24,21466.53,8131.14,7587.81,5685.9,121573.06,78701.68,74526.34,0.72,0.46,0.44,International Customers,Amazon Prime Video,Operations
2022-02,72487.61,34026.04,28288.87,4957.26,5734.35,7679.81,38461.57,-8198.72,-11058.12,0.53,-0.11,-0.15,Prime Members,Electronics,Sales
2022-02,84387.71,39743.76,25524.53,4160.4,11578.33,5587.62,44643.95,-2206.93,-5357.02,0.53,-0.03,-0.06,Non-Prime Members,Amazon Prime Video,Sales
2022-02,158337.89,30250.64,19165.13,6325.48,7894.41,4802.01,128087.24,89900.21,84919.57,0.81,0.57,0.54,Prime Members,Electronics,Marketing
2022-02,158005.48,35364.16,21425.76,14219.02,14860.64,4582.78,122641.32,67553.12,64956.68,0.78,0.43,0.41,Non-Prime Members,Amazon Prime Video,Marketing
2022-02,146172.14,12837.29,27459.66,6459.35,2711.68,1238.02,133334.86,95466.14,92004.54,0.91,0.65,0.63,Non-Prime Members,Amazon Prime Video,Marketing
2022-02,154092.27,20175.66,14987.97,14845.61,6615.2,4020.01,133916.6,93447.81,90986.83,0.87,0.61,0.59,Prime Members,Electronics,Marketing
2022-02,131408.67,24474.12,13169.87,8308,8264.7,9784.18,106934.54,67407.8,64836.65,0.81,0.51,0.49,Prime Members,Electronics,Marketing
2022-02,87769.86,28899.73,5270.28,4329.13,8540.74,8862,58870.12,31867.98,28085.42,0.67,0.36,0.32,Non-Prime Members,Amazon Prime Video,Sales
2022-02,101854.4,11825.95,25663.78,13584.82,6107.17,3964.4,90028.45,40708.28,35956.73,0.88,0.4,0.35,Non-Prime Members,Amazon Prime Video,Sales
2022-02,77239.66,15600.96,25024.52,7984.62,11480.12,6290.16,61638.69,10859.27,7689.84,0.8,0.14,0.1,Non-Prime Members,Amazon Prime Video,Marketing
2022-02,186267.58,21072.57,7611.36,11225.73,13371.71,8625.67,165195.01,124360.54,120286.94,0.89,0.67,0.65,Business Customers,Amazon Web Services (AWS),Sales
2022-02,137508.77,48861.31,19421.43,14788.25,14203.35,4971.47,88647.46,35262.96,33906.13,0.64,0.26,0.25,Non-Prime Members,Amazon Prime Video,Marketing
2022-02,110127.71,23253.88,16599.54,2652.28,12466.21,1161.62,86873.83,53994.18,52149.54,0.79,0.49,0.47,International Customers,Amazon Prime Video,Sales
2022-02,119300.87,29281.64,7967.73,3257.03,13057.54,1670.59,90019.23,64066.33,61057.81,0.75,0.54,0.51,International Customers,Amazon Prime Video,Sales
2022-02,192092.5,17843.91,29514.21,11365.94,9157.09,5593.53,174248.59,118617.83,117537.78,0.91,0.62,0.61,International Customers,Amazon Prime Video,Sales
2022-03,73002.71,34431.2,10367.4,5663.73,12736.55,9724.95,38571.51,78.88,-1932.54,0.53,0,-0.03,Prime Members,Electronics,Marketing
2022-03,137934.47,21227.33,6680.85,4395.92,5945.55,7238.89,116707.15,92445.94,89376.33,0.85,0.67,0.65,Prime Members,Electronics,Marketing
2022-03,125883.3,18279.7,19871.18,2511.7,7180.22,1638.25,107603.6,76402.24,75342.4,0.85,0.61,0.6,Prime Members,Electronics,Sales
2022-03,141718.14,30662.91,23471.67,2284.01,6119.87,2704.25,111055.23,76475.44,74417.25,0.78,0.54,0.53,Non-Prime Members,Amazon Prime Video,Marketing
2022-03,52716.53,10220.23,5811.09,12068.31,8076.04,7941.91,42496.3,8598.95,5542.83,0.81,0.16,0.11,International Customers,Amazon Prime Video,Operations
2022-03,180818.59,10306.56,21467.94,3747.63,5712.54,8572.96,170512.03,131010.96,127718.36,0.94,0.72,0.71,Non-Prime Members,Amazon Prime Video,Sales
2022-03,189817.74,18762.75,18307.3,8080.37,14500.95,6559.25,171054.99,123607.13,118904.12,0.9,0.65,0.63,Business Customers,Amazon Web Services (AWS),AWS
2022-03,134769.98,11468.85,7581.63,9876.66,6066.98,6799.81,123301.12,92976.05,89394.67,0.91,0.69,0.66,Business Customers,Amazon Web Services (AWS),Sales
2022-03,154497.62,14321.03,9313.1,7568.57,3274.58,1255.04,140176.59,118765.31,116106.36,0.91,0.77,0.75,Prime Members,Electronics,Sales
2022-03,188374.91,23554.43,19199.36,2352.39,8848.62,8456.77,164820.48,125963.34,121241.94,0.87,0.67,0.64,Business Customers,Amazon Web Services (AWS),Sales
2022-03,156085.8,42103.43,12408.94,12185.52,2742.29,8094.48,113982.37,78551.14,74411.61,0.73,0.5,0.48,International Customers,Amazon Prime Video,Sales
2022-03,72880.86,32881.95,28457.89,2136.67,3437.06,3331.32,39998.91,2635.97,835.93,0.55,0.04,0.01,Business Customers,Amazon Web Services (AWS),AWS
2022-03,136443.25,30506.71,25468.51,11904.57,4852.06,7378.09,105936.55,56333.32,54809.95,0.78,0.41,0.4,Prime Members,Electronics,Marketing
2022-03,141007.26,21739.55,29589.18,13612.96,8036.55,2933.69,119267.7,65095.32,61392.07,0.85,0.46,0.44,Non-Prime Members,Amazon Prime Video,Marketing
2022-03,113619.6,47270.15,11491.77,7626.92,7632.26,1362.97,66349.45,38235.53,34996,0.58,0.34,0.31,Business Customers,Amazon Web Services (AWS),AWS
2022-03,160466.64,25880.6,29243.09,8962.05,12395.99,2810.23,134586.03,81174.67,77015.97,0.84,0.51,0.48,International Customers,Amazon Prime Video,Operations
2022-03,190155.05,13483.71,15780.85,8200.78,11613.17,2607.66,176671.34,138468.88,134513.66,0.93,0.73,0.71,International Customers,Amazon Prime Video,Sales
2022-03,188835.28,34682.66,13687.97,7059.71,7542.14,4039.73,154152.62,121823.06,118322.22,0.82,0.65,0.63,International Customers,Amazon Prime Video,Operations
2022-03,117625.91,14553.54,6258.74,13536.52,6338.15,4766.05,103072.37,72172.91,67227.38,0.88,0.61,0.57,Non-Prime Members,Amazon Prime Video,Sales
2022-03,66985.71,23808.93,6319.13,13621.14,6114.09,5576.85,43176.78,11545.57,8411.21,0.64,0.17,0.13,International Customers,Amazon Prime Video,Sales
2022-03,197726.18,30296.48,22300.28,6365.61,12061.94,5290.78,167429.7,121411.09,119958.66,0.85,0.61,0.61,Prime Members,Electronics,Sales
2022-03,175834.71,44968.9,16448.22,9995.91,2676.94,3436.07,130865.81,98308.67,93995.57,0.74,0.56,0.53,Prime Members,Electronics,Marketing
2022-03,68699.4,29741.86,10663.04,14049.8,2166.68,1262.54,38957.54,10815.48,8808.07,0.57,0.16,0.13,International Customers,Amazon Prime Video,Sales
2022-03,188126.28,38090.35,20349.26,14506.76,12342.08,6445.91,150035.93,96391.92,92282.71,0.8,0.51,0.49,Business Customers,Amazon Web Services (AWS),AWS
2022-03,180484.45,49712.67,11321.45,8616.47,8202.9,4561.7,130771.78,98069.25,93240.83,0.72,0.54,0.52,International Customers,Amazon Prime Video,Sales
2022-03,127825.71,15259.56,19440.79,7886.72,3701.45,3688.05,112566.14,77849.12,74061.94,0.88,0.61,0.58,Prime Members,Electronics,Sales
2022-03,138691.32,20989.26,13980.22,5623.03,5062.36,8802.47,117702.05,84233.98,80849.86,0.85,0.61,0.58,Prime Members,Electronics,Marketing
2022-03,109850.41,25783.04,25588.81,14465.33,14122.55,7720.69,84067.36,22169.98,19328.44,0.77,0.2,0.18,Prime Members,Electronics,Marketing
2022-03,58214.25,26873.13,25517.4,3856.59,13173.54,8719.89,31341.12,-19926.3,-22383.94,0.54,-0.34,-0.38,Business Customers,Amazon Web Services (AWS),AWS
2022-03,100279.59,26440.84,16933.76,9537.78,11227.21,5454.85,73838.74,30685.15,28273.13,0.74,0.31,0.28,Business Customers,Amazon Web Services (AWS),AWS
2022-03,170428.02,46304.44,13770.48,5673.15,8268.93,2178.38,124123.58,94232.64,90687.15,0.73,0.55,0.53,Business Customers,Amazon Web Services (AWS),Sales
2022-04,50694.8,38561.31,14063.99,5627.11,8764.21,7265.99,12133.5,-23587.81,-27592.9,0.24,-0.47,-0.54,Prime Members,Electronics,Sales
2022-04,100024.88,34316.21,25142.86,7264.59,14678.18,2854.66,65708.67,15768.37,12054.3,0.66,0.16,0.12,Non-Prime Members,Amazon Prime Video,Marketing
2022-04,109725.3,22374.91,13204.49,14984.31,14555.02,4971.07,87350.4,39635.52,37841.88,0.8,0.36,0.34,International Customers,Amazon Prime Video,Sales
2022-04,130609.34,42951.62,10226.48,2714.56,4798.5,1585.01,87657.73,68333.17,65357.23,0.67,0.52,0.5,International Customers,Amazon Prime Video,Operations
2022-04,187978.34,48202.42,7117.21,9521.04,12544.36,8427.78,139775.92,102165.53,97998.97,0.74,0.54,0.52,Prime Members,Electronics,Sales
2022-04,101951.9,42847.93,16667.33,3073.44,4564.15,2133.47,59103.97,32665.58,29762.77,0.58,0.32,0.29,Business Customers,Amazon Web Services (AWS),Sales
2022-04,102042.98,10062.6,17053.3,4008.77,4775.99,9127.88,91980.38,57014.44,53867.94,0.9,0.56,0.53,Non-Prime Members,Amazon Prime Video,Marketing
2022-04,160625.19,35456.05,26022.72,7714.32,10789.21,8778.08,125169.13,71864.81,67780.27,0.78,0.45,0.42,Non-Prime Members,Amazon Prime Video,Marketing
2022-04,117832.69,12045.42,10530.97,8635.98,7265.01,5181.24,105787.28,74174.07,70529.01,0.9,0.63,0.6,Business Customers,Amazon Web Services (AWS),AWS
2022-04,83690.72,20304.29,14524.78,5364.3,14110.08,7699.31,63386.43,21687.96,19050.58,0.76,0.26,0.23,International Customers,Amazon Prime Video,Operations
2022-04,117865.93,12380.99,25210.14,6113.94,3157.13,6575.01,105484.94,64428.72,59847.07,0.89,0.55,0.51,International Customers,Amazon Prime Video,Operations
2022-04,71128.55,34151.82,25590.59,3130.57,8649.83,8227.68,36976.73,-8621.94,-10272.21,0.52,-0.12,-0.14,Non-Prime Members,Amazon Prime Video,Sales
2022-04,76458.05,37463.6,14615.28,5941.86,13940.78,4886.25,38994.45,-389.71,-5371.77,0.51,-0.01,-0.07,Non-Prime Members,Amazon Prime Video,Sales
2022-04,124755.17,14579.51,16478.1,14565.26,13753.48,8072.28,110175.66,57306.55,55831.14,0.88,0.46,0.45,Business Customers,Amazon Web Services (AWS),AWS
2022-04,112838.82,25353.56,12582.15,14281.2,4034.88,5162.11,87485.26,51424.93,50365.13,0.78,0.46,0.45,International Customers,Amazon Prime Video,Sales
2022-04,187226.89,28249.46,28313.87,6353.42,6766.29,9468.69,158977.42,108075.15,103515.08,0.85,0.58,0.55,Non-Prime Members,Amazon Prime Video,Marketing
2022-04,104359.08,24762.12,7966.09,9421.1,10048.58,5377.35,79596.96,46783.84,44804.03,0.76,0.45,0.43,International Customers,Amazon Prime Video,Sales
2022-04,137088.25,14841,28343.74,13824.74,4072.13,5163.57,122247.25,70843.07,66924.27,0.89,0.52,0.49,Non-Prime Members,Amazon Prime Video,Sales
2022-04,144839.64,26757.91,22096.66,2080.39,14584.29,8065.65,118081.73,71254.75,67010.68,0.82,0.49,0.46,Business Customers,Amazon Web Services (AWS),AWS
2022-04,51964.17,40047.12,18289.3,12538.89,13891.74,8394.2,11917.05,-41197.08,-45633.03,0.23,-0.79,-0.88,International Customers,Amazon Prime Video,Sales
2022-04,149530.61,12840.31,5816.48,14328.8,4170.35,5990.4,136690.3,106384.26,101417.89,0.91,0.71,0.68,Non-Prime Members,Amazon Prime Video,Sales
2022-04,76705.4,13207.2,16889.9,3187.23,3575.02,2618.18,63498.19,37227.85,35051.69,0.83,0.49,0.46,Non-Prime Members,Amazon Prime Video,Sales
2022-04,194160.55,24190.85,15193.7,4098.82,3110.31,5209.82,169969.7,142357.04,138516.07,0.88,0.73,0.71,Non-Prime Members,Amazon Prime Video,Sales
2022-04,72299.41,47669.03,9030.47,14489.7,13822.77,9712.65,24630.38,-22425.21,-23886.81,0.34,-0.31,-0.33,Non-Prime Members,Amazon Prime Video,Marketing
2022-04,112193.62,36742.91,21410.24,8988.02,4517.11,7776.88,75450.71,32758.47,30131.23,0.67,0.29,0.27,Business Customers,Amazon Web Services (AWS),Sales
2022-04,62802.45,37146.8,29278.77,2184.56,7411.7,8300.46,25655.65,-21519.84,-25911.73,0.41,-0.34,-0.41,International Customers,Amazon Prime Video,Operations
2022-04,199531.14,24476.8,19054.72,5349.22,7835.07,1295.43,175054.34,141519.9,139049.27,0.88,0.71,0.7,International Customers,Amazon Prime Video,Operations
2022-04,125329.25,33746.43,22868.83,7849.27,9787.14,5210.74,91582.82,45866.84,42502.46,0.73,0.37,0.34,Prime Members,Electronics,Marketing
2022-04,139307.75,10405.25,6711.26,11007.82,2932.56,6819.59,128902.51,101431.28,98416.18,0.93,0.73,0.71,International Customers,Amazon Prime Video,Sales
2022-04,60061.47,35443.84,15441.67,11531.08,4947.86,8470.29,24617.63,-15773.29,-19357.09,0.41,-0.26,-0.32,Prime Members,Electronics,Sales
2022-05,162494.07,46531.48,7908.96,14940.48,14109.38,1443.46,115962.59,77560.31,72668.74,0.71,0.48,0.45,Non-Prime Members,Amazon Prime Video,Sales
2022-05,81485.84,34502.94,20319.9,5737.65,13809.33,8671.95,46982.9,-1555.92,-2778.86,0.58,-0.02,-0.03,Business Customers,Amazon Web Services (AWS),AWS
2022-05,184708.14,44947.94,28462.05,8996.86,12156.78,5935.61,139760.2,84208.9,80913.05,0.76,0.46,0.44,Business Customers,Amazon Web Services (AWS),Sales
2022-05,80770.95,38958.92,21544.44,8933.21,2252.22,2775.83,41812.02,6306.33,1854.22,0.52,0.08,0.02,Non-Prime Members,Amazon Prime Video,Marketing
2022-05,78603.16,14822.34,6920.08,7273.39,6251.09,3855.3,63780.82,39480.97,36555.44,0.81,0.5,0.47,Prime Members,Electronics,Sales
2022-05,55482.45,46098.13,13866.66,4199.1,10163.46,3537.37,9384.32,-22382.27,-23696.38,0.17,-0.4,-0.43,Non-Prime Members,Amazon Prime Video,Sales
2022-05,120810.04,12657.75,18766.58,14706.94,5577.47,5777.73,108152.29,63323.56,60081.41,0.9,0.52,0.5,Business Customers,Amazon Web Services (AWS),Sales
2022-05,134726.17,31358.7,15080.19,13093.12,13824.63,1465.17,103367.47,59904.36,57576.06,0.77,0.44,0.43,Business Customers,Amazon Web Services (AWS),Sales
2022-05,59856.3,15685.48,25841.1,8478.33,10240.56,2426.83,44170.81,-2816.01,-4435.77,0.74,-0.05,-0.07,International Customers,Amazon Prime Video,Operations
2022-05,166329.14,10468.26,25366.78,9842.19,2934.79,8314.24,155860.88,109402.89,105006.75,0.94,0.66,0.63,Prime Members,Electronics,Sales
2022-05,117993.33,26881.37,20295.78,4954.39,13817.07,2193.44,91111.95,49851.28,46764.88,0.77,0.42,0.4,International Customers,Amazon Prime Video,Sales
2022-05,128658.54,21801.63,14336.45,9069.23,14450.97,3100.57,106856.91,65899.7,61166.59,0.83,0.51,0.48,Business Customers,Amazon Web Services (AWS),Sales
2022-05,116114.41,29440.02,11383.41,11034.61,3010.26,5080.34,86674.39,56165.77,51941.71,0.75,0.48,0.45,Business Customers,Amazon Web Services (AWS),Sales
2022-05,110114.46,33088,7646.86,8697.17,8920.68,5654.09,77026.46,46107.66,42335.78,0.7,0.42,0.38,International Customers,Amazon Prime Video,Sales
2022-05,133946.05,11749.56,13872.44,14873.71,5943.74,7872.49,122196.49,79634.11,78614.01,0.91,0.59,0.59,International Customers,Amazon Prime Video,Sales
2022-05,73286.04,14920.13,15329.31,9947.44,7106.91,5025.99,58365.91,20956.25,18244.96,0.8,0.29,0.25,Business Customers,Amazon Web Services (AWS),AWS
2022-05,77289.22,32345.7,21895.57,6822.66,4335.47,8108.78,44943.52,3781.04,1991.1,0.58,0.05,0.03,International Customers,Amazon Prime Video,Sales
2022-05,179267.84,23726.69,21454,12037.98,9514.94,6565.12,155541.15,105969.12,101325.93,0.87,0.59,0.57,International Customers,Amazon Prime Video,Operations
2022-05,191917.32,39166.94,6752.7,4216.01,14453.73,2017.9,152750.38,125310.03,123611.7,0.8,0.65,0.64,Prime Members,Electronics,Marketing
2022-05,105996.4,36091.67,14881.48,6998.71,8539.94,2406.98,69904.73,37077.62,34933.38,0.66,0.35,0.33,Business Customers,Amazon Web Services (AWS),Sales
2022-05,90611.7,43824.17,9544.47,6510.47,3077.89,4933.3,46787.53,22721.4,19654.05,0.52,0.25,0.22,Non-Prime Members,Amazon Prime Video,Sales
2022-05,146599.93,37699.71,8920.32,7613.49,10060.02,4572,108900.22,77734.39,75680.93,0.74,0.53,0.52,Prime Members,Electronics,Sales
2022-05,111310.13,27197.24,25682.55,12163.14,6422.9,7691.9,84112.88,32152.39,30312.94,0.76,0.29,0.27,Non-Prime Members,Amazon Prime Video,Sales
2022-05,53807.95,36918.66,6047.88,8294.25,13127.03,6226.63,16889.29,-16806.5,-20202.9,0.31,-0.31,-0.38,International Customers,Amazon Prime Video,Operations
2022-05,73422.89,21015.25,15479.57,12322.19,7650.82,4493.2,52407.64,12461.87,11106.15,0.71,0.17,0.15,International Customers,Amazon Prime Video,Operations
2022-05,157395.83,22252.54,9205.09,9494.36,4506.91,2536.84,135143.29,109400.09,108167.42,0.86,0.7,0.69,Non-Prime Members,Amazon Prime Video,Marketing
2022-05,148838.59,41559.41,26983.26,6446.9,4484.37,3041.53,107279.18,66323.12,63834.14,0.72,0.45,0.43,International Customers,Amazon Prime Video,Sales
2022-05,54064.4,27856.78,18926.01,12529.72,11993.93,6179.51,26207.62,-23421.56,-27304.22,0.48,-0.43,-0.51,International Customers,Amazon Prime Video,Sales
2022-05,83295.82,41935.21,10784.52,5097.77,5452.64,4810.95,41360.61,15214.74,11995.51,0.5,0.18,0.14,Prime Members,Electronics,Marketing
2022-05,84661.22,42896.89,17560.68,4916.98,11974.03,5634.35,41764.32,1678.28,-1013.22,0.49,0.02,-0.01,Non-Prime Members,Amazon Prime Video,Sales
2022-05,150783.91,44302.49,23287.16,8558.54,4676.54,2536.1,106481.42,67423.09,64160.08,0.71,0.45,0.43,Prime Members,Electronics,Marketing
2022-06,52956.58,46665.41,28952.95,5391.04,6181.92,6966.16,6291.17,-41200.9,-43662.7,0.12,-0.78,-0.82,Non-Prime Members,Amazon Prime Video,Marketing
2022-06,65616.29,27239.41,10511.15,2118.13,8051.33,8672.85,38376.88,9023.42,4278.83,0.58,0.14,0.07,Prime Members,Electronics,Marketing
2022-06,169987.41,22754.67,27154.54,10427.87,14261.55,3321.46,147232.74,92067.33,90847.71,0.87,0.54,0.53,Business Customers,Amazon Web Services (AWS),Sales
2022-06,76781.7,33287.95,28357.6,8644.22,14112.51,5423.63,43493.75,-13044.21,-16737.78,0.57,-0.17,-0.22,Business Customers,Amazon Web Services (AWS),AWS
2022-06,147911.92,24846.9,27910.51,7791.73,4689.33,9779.75,123065.02,72893.69,68328.56,0.83,0.49,0.46,Non-Prime Members,Amazon Prime Video,Sales
2022-06,85727.42,34042.97,20885.36,14570.59,6656.85,3999.18,51684.45,5572.48,1356.94,0.6,0.07,0.02,Business Customers,Amazon Web Services (AWS),AWS
2022-06,64916.21,38223.43,20745.52,9425.59,3942.19,6355.42,26692.77,-13775.94,-15512.1,0.41,-0.21,-0.24,Prime Members,Electronics,Sales
2022-06,86475.83,37536.2,15080.27,13224.61,8629.81,1811.76,48939.63,10193.18,8009.48,0.57,0.12,0.09,Non-Prime Members,Amazon Prime Video,Sales
2022-06,158340.04,24982.12,23809.95,3812.85,7987.57,6454.14,133357.92,91293.42,87425.22,0.84,0.58,0.55,Business Customers,Amazon Web Services (AWS),AWS
2022-06,178354.47,16674.41,18282.35,9399.68,13709.88,1806.69,161680.06,118481.46,117144.38,0.91,0.66,0.66,Business Customers,Amazon Web Services (AWS),Sales
2022-06,174532.98,27221.17,21935.95,13283.74,14090.07,9633.12,147311.81,88368.93,84121.48,0.84,0.51,0.48,Non-Prime Members,Amazon Prime Video,Sales
2022-06,109577.53,15703.77,15711.45,9580.37,6986.38,7440.96,93873.76,54154.6,50278.97,0.86,0.49,0.46,Business Customers,Amazon Web Services (AWS),AWS
2022-06,150212.77,45603.88,23287.41,11334.18,8392.59,8093.44,104608.89,53501.26,49582.84,0.7,0.36,0.33,Business Customers,Amazon Web Services (AWS),AWS
2022-06,80747.64,23835.1,25611.79,6836.57,13651.07,7336.94,56912.55,3476.18,2075.22,0.7,0.04,0.03,Non-Prime Members,Amazon Prime Video,Marketing
